代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
1710,東聯,12.9,-0.2,-1.53,-0.18,,,,,,,,,,,,,-2.39,-2.34,1.36,-1.07,-0.07,-1.44,0.57,-0.26,2.46,-0.42,0.25,1.14,2019Q4,,,,,,,,,,,,
1721,三晃,11.45,+0.05,+0.44,-0.02,,,,,,,,,,,,,-0.36,0.04,-0.02,-0.07,0.04,0.23,-0.07,0.29,-0.02,0.04,-0.09,-0.18,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
1802,台玻,14,+0.1,+0.72,-0.95,,,,,,,,,,,,,-3.71,-0.67,0.75,1.14,1.45,-3.54,-4.94,-0.66,1.26,-2.75,-1.3,1.54,2019Q4,,,,,,,,,,,,
1903,士紙,45.5,+0.4,+0.89,0.01,,,,,,,,,,,,,-0.05,-0.03,0.09,-0.04,-0.03,-0.04,0.17,-0.05,-0.04,0,0.14,-0.05,2019Q4,,,,,,,,,,,,
1905,華紙,13.05,-0.2,-1.51,0.16,,,,,,,,,,,,,-0.32,0.29,0.82,0.12,0.5,-0.29,0.18,0.38,0.4,-0.47,0.45,-0.17,2019Q4,,,,,,,,,,,,
1909,榮成,9.01,-0.16,-1.74,-2.09,,,,,,,,,,,,,-2.19,4.07,0.5,-2,-1.62,-0.66,-4.69,-4.45,-2.78,-4.1,-3.95,-3.26,2019Q4,,,,,,,,,,,,
2007,燁興,8.3,-0.06,-0.72,-0.38,,,,,,,,,,,,,-0.58,-0.4,-0.41,-0.42,-0.47,-0.35,-0.44,0.05,-0.37,-0.41,-0.41,-0.4,2019Q4,,,,,,,,,,,,
2014,中鴻,16.5,-0.2,-1.2,0.35,,,,,,,,,,,,,-0.13,-0.14,0.85,-0.26,-0.05,0.12,1.2,0.3,-0.04,0.03,1.34,0.96,2019Q4,,,,,,,,,,,,
2022,聚亨,8.1,-0.07,-0.86,-0.42,,,,,,,,,,,,,-0.31,-0.43,-0.35,0.71,1.41,0.12,-0.13,-0.39,-0.06,0.33,-0.46,-5.44,2019Q4,,,,,,,,,,,,
2023,燁輝,15.55,0,0,-2.17,,,,,,,,,,,,,0.63,0.6,-2.9,-2.4,-2.17,-2.27,1.16,-7.75,-2.81,-4.04,-0.86,-3.19,2019Q4,,,,,,,,,,,,
2025,千興,13.35,-0.1,-0.74,-0.33,,,,,,,,,,,,,0.02,-0.09,0.02,0.14,0.39,-4.61,0.02,-0.09,0.03,-0.45,0.54,0.07,2019Q4,,,,,,,,,,,,
2034,允強,20.1,-0.2,-0.99,-0.1,,,,,,,,,,,,,-0.79,0.06,-0.03,-0.33,-0.23,0.81,-0.32,-0.09,0.19,0.1,-0.15,-0.38,2019Q4,,,,,,,,,,,,
2102,泰豐,16.95,-0.05,-0.29,-0.84,,,,,,,,,,,,,-4.95,1.11,-0.11,1.29,-0.16,0.17,-0.41,-4.23,-0.1,-0.12,-0.13,-2.42,2019Q4,,,,,,,,,,,,
2104,國際中橡,10.55,-0.1,-0.94,-0.16,,,,,,,,,,,,,-0.99,1.21,1.29,-2.26,-0.88,-0.16,1.25,-0.83,-0.17,0.29,0.18,-0.9,2019Q4,,,,,,,,,,,,
2208,台船,17.15,-0.55,-3.11,-0.12,,,,,,,,,,,,,0.08,-1.36,0.15,-0.11,0.79,-0.41,0.32,0.08,-0.13,-0.29,0.1,-0.7,2019Q4,,,,,,,,,,,,
2241,艾姆勒,24.2,-0.1,-0.41,0.09,,,,,,,,,,,,,,,,,,0.23,,0.34,0.05,0.13,0,-0.19,2019Q4,,,,,,,,,,,,
2254,巨鎧精密-創,67.4,-1.1,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
2258,鴻華先進-創,40.5,-0.9,-2.17,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
2314,台揚,12,+0.1,+0.84,0.03,,,,,,,,,,,,,-0.02,0,0.06,0.07,0.05,0.13,0.04,0.05,-0.05,-0.05,0.13,-0.05,2019Q4,,,,,,,,,,,,
2321,東訊,13.65,-0.3,-2.15,0.07,,,,,,,,,,,,,-0.22,0.21,0.08,-0.08,0.01,0.33,0.12,0.01,0.07,0.26,-0.04,0.13,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
2323,中環,7.77,-0.06,-0.77,1.6,,,,,,,,,,,,,-0.68,3.14,0.28,0.73,-0.78,1.03,0.29,12.1,1.56,0.54,-1.78,2.75,2019Q4,,,,,,,,,,,,
2331,精英,15.4,+0.2,+1.32,0.67,,,,,,,,,,,,,1.53,0.63,1.01,0.61,1.12,1.69,-0.56,1.28,0.97,1.15,-0.21,-1.17,2019Q4,,,,,,,,,,,,
2337,旺宏,19.15,-0.05,-0.26,2.05,,,,,,,,,,,,,-2.1,0.38,0.3,-0.74,-1,1.96,1.55,25,0.59,-0.43,0.79,-1.68,2019Q4,,,,,,,,,,,,
2338,光罩,31.15,+0.3,+0.97,0.21,,,,,,,,,,,,,-0.21,-0.15,-0.24,0.02,-0.01,1.62,-1.56,-0.61,0.33,0.74,0.72,1.88,2019Q4,,,,,,,,,,,,
2340,台亞,20.75,+0.25,+1.22,0.1,,,,,,,,,,,,,-0.28,0.07,0.16,0.34,0.06,0.14,0,0.22,0.35,0.05,0.13,-0.07,2019Q4,,,,,,,,,,,,
2369,菱生,13.45,-0.05,-0.37,0.12,,,,,,,,,,,,,0.29,0.13,0.08,0.2,0.07,0.23,0.06,0.08,0.08,0.07,0.16,0,2019Q4,,,,,,,,,,,,
2380,虹光,3.89,+0.34,+9.58,0.23,,,,,,,,,,,,,-0.23,0.07,-0.2,-0.18,-0.09,0.19,0.11,-0.04,0.01,-0.13,0.12,3.13,2019Q4,,,,,,,,,,,,
2390,云辰,10.25,-0.05,-0.49,0.01,,,,,,,,,,,,,-0.26,-0.18,0.33,0.81,0.04,0.06,-0.18,-0.25,-0.06,0.07,-0.09,-0.22,2019Q4,,,,,,,,,,,,
2406,國碩,11,0,0,-1.95,,,,,,,,,,,,,-1.47,1.63,-0.35,-3.3,0.65,-0.2,-4.31,-17.6,4.59,-2,0.28,-1.25,2019Q4,,,,,,,,,,,,
2408,南亞科,32.1,-0.65,-1.98,22.5,,,,,,,,,,,,,-5.66,38.3,43.1,155,-10.9,19.9,4.38,8.93,5.67,6,4.32,1.11,2019Q4,,,,,,,,,,,,
2409,友達,12.3,-0.1,-0.81,4.5,,,,,,,,,,,,,-0.68,-0.32,7.64,-4.4,11.9,1.45,21.1,11,1.98,11.4,7.2,-14.3,2019Q4,,,,,,,,,,,,
2413,環科,18.25,0,0,-0.12,,,,,,,,,,,,,-0.86,0.46,0.15,-0.78,-0.22,0.66,-0.42,0.18,0.33,0.02,-0.31,-0.67,2019Q4,,,,,,,,,,,,
2424,隴華,59.8,0,0,-0.02,,,,,,,,,,,,,-0.22,0,-0.02,-0.11,-0.07,0.1,-0.02,0.06,-0.01,-0.01,-0.01,0.07,2019Q4,,,,,,,,,,,,
2429,銘旺科,44.2,-0.55,-1.23,-0.07,,,,,,,,,,,,,-0.04,-0.02,-0.07,-0.05,-0.03,-0.02,-0.03,-0.04,-0.03,-0.03,-0.03,-0.43,2019Q4,,,,,,,,,,,,
2431,聯昌,11.05,-0.15,-1.34,0.12,,,,,,,,,,,,,-0.26,0.02,0.25,0.01,-0.08,0.32,0.52,0.07,-0.01,0.18,0.25,0.12,2019Q4,,,,,,,,,,,,
2438,翔耀,29.5,+0.5,+1.72,-0.09,,,,,,,,,,,,,-0.01,-0.1,-0.11,-0.18,0.01,0.04,0.02,0.01,-0.86,0.02,0.01,0.04,2019Q4,,,,,,,,,,,,
2440,太空梭,15.8,+0.65,+4.29,-0.08,,,,,,,,,,,,,-0.1,0.08,0.09,0.03,0.17,-0.32,-0.38,-0.05,0.1,-0.21,-0.31,-0.04,2019Q4,,,,,,,,,,,,
2444,兆勁,12.1,-0.15,-1.22,-0.02,,,,,,,,,,,,,-0.15,0.01,0,-0.05,-0.03,0.12,-0.06,0.05,0.01,0.01,-0.03,-0.08,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
2460,建通,16.45,-0.35,-2.08,-0.08,,,,,,,,,,,,,-0.11,-0.1,-0.07,-0.14,-0.27,0.11,0.07,-0.05,-0.43,0.14,0.07,-0.16,2019Q4,,,,,,,,,,,,
2465,麗臺,47.6,0,0,-0.07,,,,,,,,,,,,,1.04,0.01,0.09,-1.27,0.01,-0.04,-0.11,-0.38,0.01,-0.12,-0.08,0.02,2019Q4,,,,,,,,,,,,
2466,冠西電,108.5,+4,+3.83,0.34,,,,,,,,,,,,,-0.08,0,0.13,1.14,-0.13,0.01,0.25,0.78,-0.14,-0.07,-0.05,2.27,2019Q4,,,,,,,,,,,,
2485,兆赫,11.5,-0.05,-0.43,0.25,,,,,,,,,,,,,-2.39,0.55,0.36,0.41,-0.65,1.95,0.41,2.65,0.13,0.54,-0.24,-0.7,2019Q4,,,,,,,,,,,,
2491,吉祥全,11.1,+0.05,+0.45,1.14,,,,,,,,,,,,,0.03,0.43,-0.04,0.02,-0.03,-0.06,-0.05,-0.03,0.17,-0.04,-0.05,13.4,2019Q4,,,,,,,,,,,,
2498,宏達電,36.9,-0.15,-0.4,26.7,,,,,,,,,,,,,3.17,2.37,1.54,-2.42,313,13.7,1.83,-16.6,2.78,2.55,0.57,-1.6,2019Q4,,,,,,,,,,,,
2547,日勝生,12.65,+0.25,+2.02,-0.57,,,,,,,,,,,,,-0.63,-0.58,-1.31,-0.89,-1.2,-1.79,-0.8,-1.56,-0.38,-0.55,-0.19,3.04,2019Q4,,,,,,,,,,,,
2601,益航,6.48,-0.09,-1.37,-0.21,,,,,,,,,,,,,1.12,-2.47,0.29,1.29,-0.92,-2.74,-1.08,-3.93,-0.95,10.3,-2.97,-0.44,2019Q4,,,,,,,,,,,,
2616,山隆,16.15,-0.45,-2.71,0.61,,,,,,,,,,,,,3.14,0.07,0.32,-0.06,0.14,0.17,0.59,0.07,0.15,0.12,2.55,-0.01,2019Q4,,,,,,,,,,,,
2642,宅配通,28,-0.4,-1.41,0.06,,,,,,,,,,,,,0.36,0.25,0,0.03,-0.04,0.06,0.01,0.02,-0.02,0.01,-0.01,-0.01,2019Q4,,,,,,,,,,,,
2712,遠雄來,18.4,0,0,0,,,,,,,,,,,,,0,0,0,0.01,0,0,0,0,0,0,0,0,2019Q4,,,,,,,,,,,,
2722,夏都,27.5,-0.5,-1.79,0.04,,,,,,,,,,,,,0,0.02,0.01,0,0.01,0.06,0.17,0.13,-0.01,0.04,-0.01,0.05,2019Q4,,,,,,,,,,,,
2911,麗嬰房,5.08,-0.07,-1.36,0.89,,,,,,,,,,,,,0.2,0.1,0.23,8.89,0.33,0.1,0.09,0.24,0.27,0.13,-0.06,0.2,2019Q4,,,,,,,,,,,,
2913,農林,15.45,+0.05,+0.32,0.28,,,,,,,,,,,,,0.33,0.8,0.49,0.58,0.22,0.62,0.15,0.19,-0.14,1.06,0.07,-1.03,2019Q4,,,,,,,,,,,,
2939,永邑-KY,28.85,+1.7,+6.26,0.07,,,,,,,,,,,,,-0.72,0.08,0.06,-0.17,-0.39,1.33,0.22,0.2,0.15,0.24,0.12,-0.32,2019Q4,,,,,,,,,,,,
3011,今皓,12.6,-0.15,-1.18,0.04,,,,,,,,,,,,,0.01,0.03,-0.02,-0.14,-0.07,0.25,0.14,0.06,0,0.05,0.14,-0.01,2019Q4,,,,,,,,,,,,
3018,隆銘綠能,21.85,+0.4,+1.86,-0.08,,,,,,,,,,,,,0,-0.04,-0.03,-0.05,-0.02,0.03,-1.12,0.01,0,0.1,0.13,0.04,2019Q4,,,,,,,,,,,,
3041,揚智,23.55,-0.15,-0.63,0.15,,,,,,,,,,,,,0.05,0.24,0.16,0.18,0.1,0.21,0.18,0.1,0.16,0.15,0.3,-0.02,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
3048,益登,23.8,0,0,-1.43,,,,,,,,,,,,,-1.29,-0.9,-0.92,-1.38,-1.39,-1.4,-1.73,-1.26,-1.65,-1.5,-1.58,-2.11,2019Q4,,,,,,,,,,,,
3049,精金,6.88,-0.08,-1.15,-0.05,,,,,,,,,,,,,-1.09,-0.56,-0.94,2.73,-0.94,0.01,1,0.02,-0.15,-0.28,-0.2,-0.21,2019Q4,,,,,,,,,,,,
3054,立萬利,22.8,+0.8,+3.64,0.31,,,,,,,,,,,,,0.54,0.07,0.7,0.92,0.45,0.04,-0.08,0.2,0.44,0.07,0.26,0.14,2019Q4,,,,,,,,,,,,
3055,蔚華科,48.05,-0.35,-0.72,0.12,,,,,,,,,,,,,0.05,0.09,0.12,-0.19,0.07,0.07,0.2,0.36,0.22,0.34,-0.07,0.11,2019Q4,,,,,,,,,,,,
3057,喬鼎,8.18,-0.09,-1.09,-0.16,,,,,,,,,,,,,-0.27,0.25,0.02,-1.42,-0.07,-0.19,-0.02,0.04,-0.02,-0.04,-0.06,-0.12,2019Q4,,,,,,,,,,,,
3058,立德,10.25,-0.15,-1.44,0.12,,,,,,,,,,,,,0.14,0.07,0.04,0.34,-0.04,0.07,0.16,0.11,0.09,0.11,0.16,0.23,2019Q4,,,,,,,,,,,,
3092,鴻碩,19.25,-0.5,-2.53,0,,,,,,,,,,,,,0.02,-0.05,-0.01,0,0.01,-0.01,0.04,0.01,0.01,0,0.01,0.01,2019Q4,,,,,,,,,,,,
3149,正達,29.8,-0.35,-1.16,0.62,,,,,,,,,,,,,2.76,1.43,0.67,0.34,-0.06,0.53,0,0.17,0.64,0.76,0.12,0.02,2019Q4,,,,,,,,,,,,
3321,同泰,7.08,+0.36,+5.36,-0.08,,,,,,,,,,,,,-0.36,-0.02,-0.2,-0.2,-0.26,0.42,0.13,0,-0.1,0.05,0.08,-0.55,2019Q4,,,,,,,,,,,,
3419,譁裕,14.55,+0.15,+1.04,0.09,,,,,,,,,,,,,-0.07,0.01,0.06,0.11,-0.11,0.23,0.16,0.12,0.16,0.32,0.12,-0.05,2019Q4,,,,,,,,,,,,
3432,台端,13.8,+0.65,+4.94,0.44,,,,,,,,,,,,,-0.05,0.24,0.12,0.07,0.05,3.18,0.4,0.31,0.3,0.39,0.3,-0.04,2019Q4,,,,,,,,,,,,
3437,榮創,15.15,-0.15,-0.98,-0.07,,,,,,,,,,,,,-0.14,-0.01,0.09,-0.1,-0.07,0.02,0.02,-0.28,0,0.07,-0.07,-0.38,2019Q4,,,,,,,,,,,,
3494,誠研,14.55,0,0,-0.14,,,,,,,,,,,,,-0.15,0.03,-0.07,-1.13,0.03,-0.09,0.11,-0.95,-0.07,0.16,0.75,-0.27,2019Q4,,,,,,,,,,,,
3504,揚明光,44.35,+0.35,+0.8,0.08,,,,,,,,,,,,,-0.03,0.03,0.06,-0.05,0.03,0.35,0.24,0.16,0.02,0.15,0.15,-0.18,2019Q4,,,,,,,,,,,,
3518,柏騰,17.75,0,0,-0.07,,,,,,,,,,,,,-0.22,0.05,0.11,-0.02,-0.14,0.06,0.04,-0.13,0.05,0.03,0.05,-0.69,2019Q4,,,,,,,,,,,,
3530,晶相光,55.4,-0.7,-1.25,0.02,,,,,,,,,,,,,-0.11,0.02,0.01,0,-0.03,0.06,0.02,0.05,0.04,0.07,0.09,0.06,2019Q4,,,,,,,,,,,,
3543,州巧,17.4,+0.3,+1.75,0.49,,,,,,,,,,,,,,,,,,0.71,,1.06,0.54,0.11,0.14,0.35,2019Q4,,,,,,,,,,,,
3550,聯穎,12.6,-0.05,-0.4,0.01,,,,,,,,,,,,,-0.23,0.02,0.03,-0.04,-0.13,0.25,0.09,0.06,0,0.06,0.06,0,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
3576,聯合再生,8.2,+0.1,+1.23,1.3,,,,,,,,,,,,,-1.81,1.69,-3.19,0.93,-0.98,1.99,-0.61,22.4,0.29,-1.49,-1.85,-1.79,2019Q4,,,,,,,,,,,,
3593,力銘,9.85,-0.15,-1.5,-0.07,,,,,,,,,,,,,-0.09,0.03,0.01,-0.04,0.01,-0.16,-0.14,-0.12,0.01,-0.14,-0.16,-0.02,2019Q4,,,,,,,,,,,,
3686,達能,14.1,-0.4,-2.76,-0.8,,,,,,,,,,,,,-0.07,0.02,0.01,0.02,0.02,-2.46,0.02,-7.44,0.05,0.09,0.21,-0.11,2019Q4,,,,,,,,,,,,
3714,富采,35.15,+0.2,+0.57,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
4108,懷特,13.15,0,0,0.07,,,,,,,,,,,,,0.04,0.04,0.14,0.03,0.34,0.2,0.04,0.02,0.06,0.13,0.07,-0.25,2019Q4,,,,,,,,,,,,
4142,國光生,18.55,-0.15,-0.8,-0.03,,,,,,,,,,,,,-0.12,0.8,-0.09,-1.31,-0.06,0.66,-0.08,-0.01,-0.06,0.01,0.01,-0.11,2019Q4,,,,,,,,,,,,
4190,佐登-KY,34.5,+0.4,+1.17,0,,,,,,,,,,,,,0,0.04,0.01,0.12,0.09,0.04,0.02,0.05,-0.04,-0.07,-0.06,-0.24,2019Q4,,,,,,,,,,,,
4426,利勤,11.2,-0.2,-1.75,-0.05,,,,,,,,,,,,,-0.4,0.08,-0.08,-0.18,-0.18,0.38,0,0.06,-0.01,0.08,-0.05,-0.3,2019Q4,,,,,,,,,,,,
4526,東台,21.5,-1,-4.44,-0.19,,,,,,,,,,,,,-1.86,0.3,-0.53,0.57,-0.25,0.72,-0.54,0.67,0.43,0.01,-1.07,-0.75,2019Q4,,,,,,,,,,,,
4540,全球傳動,36.6,-0.05,-0.14,-0.08,,,,,,,,,,,,,-0.45,-0.08,-0.08,-0.15,-0.19,0.29,-0.02,0.08,0.01,0.19,-0.22,-0.27,2019Q4,,,,,,,,,,,,
4555,氣立,34.75,+0.35,+1.02,0.03,,,,,,,,,,,,,-0.1,0.06,0.07,0.05,0.32,-0.03,-0.08,0.05,0.09,-0.03,-0.01,-0.03,2019Q4,,,,,,,,,,,,
4562,穎漢,40.9,+0.55,+1.36,-0.04,,,,,,,,,,,,,-0.25,0.04,0.03,-0.12,-0.09,0.32,-0.1,-0.01,0.08,0.02,-0.15,-0.29,2019Q4,,,,,,,,,,,,
4564,元翎,19.4,+0.65,+3.47,-0.1,,,,,,,,,,,,,,-0.3,-0.02,-0.09,-0.07,0.08,-0.17,-0.03,-0.06,-0.06,-0.16,-0.25,2019Q4,,,,,,,,,,,,
4737,華廣,55,+5,+10,-0.13,,,,,,,,,,,,,-0.05,-0.25,-0.01,-0.29,-0.04,-0.1,-0.22,-0.41,-0.06,0.03,-0.1,-0.09,2019Q4,,,,,,,,,,,,
4764,雙鍵,39,-0.2,-0.51,0.06,,,,,,,,,,,,,-0.34,0.2,0.13,0.03,0,0.3,0.03,0.19,0,0.19,-0.1,0.04,2019Q4,,,,,,,,,,,,
4807,日成-KY,17.7,+1.6,+9.94,-0.01,,,,,,,,,,,,,-0.07,0,-0.13,-0.08,-0.09,0.21,-0.01,0.07,0.01,-0.07,0.04,-0.05,2019Q4,,,,,,,,,,,,
4927,泰鼎-KY,22.5,-0.65,-2.81,0.02,,,,,,,,,,,,,0.23,-0.11,0.03,0.04,0.22,0.09,-0.19,-0.06,0.06,-0.01,0.01,0,2019Q4,,,,,,,,,,,,
4934,太極,9.9,0,0,-1.07,,,,,,,,,,,,,-0.39,-2.83,0.27,-1.93,0.18,-1.41,-1.89,-3.02,0.13,-0.06,0.17,-2.04,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
4943,康控-KY,12,0,0,-0.12,,,,,,,,,,,,,-0.21,-0.05,-0.08,-0.16,0.27,0.1,-0.42,-0.02,-0.41,-0.44,0.22,-0.24,2019Q4,,,,,,,,,,,,
4949,有成精密,38.5,-0.8,-2.04,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
4956,光鋐,21.35,+0.75,+3.64,-0.01,,,,,,,,,,,,,-0.26,0.05,0.02,-0.01,0.02,0.11,-0.07,0.05,0.1,0.01,-0.05,-0.1,2019Q4,,,,,,,,,,,,
4960,誠美材,12.25,-0.15,-1.21,-0.64,,,,,,,,,,,,,-1.79,0.92,0.75,0,-0.37,-0.83,-2.3,-1.15,0.79,-2.81,-1.85,0.97,2019Q4,,,,,,,,,,,,
4976,佳凌,25.8,+0.3,+1.18,0.04,,,,,,,,,,,,,0.05,-0.01,-0.02,-0.07,-0.05,0.23,0.04,0.2,0.02,0.08,0.01,-0.06,2019Q4,,,,,,,,,,,,
4989,榮科,14.6,-0.05,-0.34,-0.02,,,,,,,,,,,,,-0.54,0.12,-0.02,-0.03,-0.09,0.34,-0.02,0.14,0.08,0.08,0,-0.24,2019Q4,,,,,,,,,,,,
5484,慧友,37.55,0,0,0.02,,,,,,,,,,,,,-0.09,0.1,0.03,0.02,-0.01,0.09,-0.08,0.02,0.1,0.01,0,0.01,2019Q4,,,,,,,,,,,,
5531,鄉林,9.71,-0.11,-1.12,-1.02,,,,,,,,,,,,,-0.47,-0.01,-0.65,0.93,-0.38,-2.65,-2.03,-0.26,-0.17,-6.43,-2.95,2.88,2019Q4,,,,,,,,,,,,
5546,永固-KY,28,+0.15,+0.54,-0.31,,,,,,,,,,,,,,,,,,,,-0.93,-0.06,-0.13,-0.23,-0.17,2019Q4,,,,,,,,,,,,
5608,四維航,16.3,-0.1,-0.61,-2.21,,,,,,,,,,,,,-0.54,-1.85,-1,-11.5,-0.95,-1.69,-1.68,-1.42,-1.59,-1.67,-1.45,-1.21,2019Q4,,,,,,,,,,,,
5907,大洋-KY,8.64,-0.34,-3.79,-0.7,,,,,,,,,,,,,-0.56,-1.07,-1.12,0.05,-0.43,-0.24,-0.05,-1.46,-0.6,-1.17,-1.2,-0.62,2019Q4,,,,,,,,,,,,
6112,邁達特,43.5,-0.55,-1.25,0.06,,,,,,,,,,,,,-0.12,0.06,0.06,0.03,0.03,0.02,0.09,0.04,0.11,0.13,0.21,0.05,2019Q4,,,,,,,,,,,,
6116,彩晶,6.98,0,0,1.51,,,,,,,,,,,,,-1.25,3.09,-0.3,4.63,0.26,2.94,1.77,0.46,1.73,1.64,2.24,0.88,2019Q4,,,,,,,,,,,,
6141,柏承,9.4,-0.05,-0.53,0.16,,,,,,,,,,,,,-0.24,-0.01,0.13,0.1,0.19,-0.17,-0.44,-1.16,-0.02,-0.02,-0.08,3.59,2019Q4,,,,,,,,,,,,
6142,友勁,8.62,+0.04,+0.47,0.12,,,,,,,,,,,,,-0.15,0.06,-0.03,0.14,0.04,0.28,0.58,0.08,-0.06,0.2,0.24,0.05,2019Q4,,,,,,,,,,,,
6152,百一,9.01,-0.06,-0.66,-0.04,,,,,,,,,,,,,-0.03,0.01,-0.16,-0.12,-0.14,0.01,0.11,-0.42,0.14,0.4,0.04,-0.28,2019Q4,,,,,,,,,,,,
6153,嘉聯益,11.4,+0.25,+2.24,0.05,,,,,,,,,,,,,-0.85,0.07,0.01,-0.11,-0.09,1.2,0.66,0.81,-0.18,0.87,-0.46,-1.36,2019Q4,,,,,,,,,,,,
