代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),22Q1 業外 損益 (億),22Q2 業外 損益 (億),22Q3 業外 損益 (億),22Q4 業外 損益 (億),23Q1 業外 損益 (億),23Q2 業外 損益 (億),23Q3 業外 損益 (億),23Q4 業外 損益 (億),24Q1 業外 損益 (億),24Q2 業外 損益 (億),24Q3 業外 損益 (億),24Q4 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
6168,宏齊,15.9,0,0,0.13,,,,,,,,,,,,,-0.45,0.08,0.18,-0.1,-0.12,0.3,0.28,1.61,0.19,0.14,-0.14,-0.42,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
6202,盛群,38.75,+0.2,+0.52,0.29,,,,,,,,,,,,,0.02,0.45,0.47,0.34,0.33,0.38,0.11,0.52,0.42,0.2,0.03,0.16,2019Q4,,,,,,,,,,,,
6209,今國光,23.5,-0.45,-1.88,0.17,,,,,,,,,,,,,0.42,-0.05,0.01,0.14,0.05,0.2,0.26,0.05,-0.1,0.22,0.43,0.43,2019Q4,,,,,,,,,,,,
6225,天瀚,12.35,-0.55,-4.26,0.01,,,,,,,,,,,,,0.01,0.04,0,0,0,0,0.01,0,0,0.05,0,-0.01,2019Q4,,,,,,,,,,,,
6226,光鼎,7.28,+0.05,+0.69,0.18,,,,,,,,,,,,,0.14,-0.02,0.12,-0.12,0.01,-0.01,-0.08,-0.19,0.09,0.06,-0.05,2.15,2019Q4,,,,,,,,,,,,
6269,台郡,49.8,-0.6,-1.19,0.37,,,,,,,,,,,,,-2.87,0.71,0.94,0.38,-0.2,1.65,1.08,0.75,0.55,1.14,0.98,-0.63,2019Q4,,,,,,,,,,,,
6282,康舒,26.05,-0.2,-0.76,3.88,,,,,,,,,,,,,-0.21,0.41,0.67,0.11,0.2,16.5,-0.19,0.74,0.75,8.18,15.4,4.02,2019Q4,,,,,,,,,,,,
6405,悅城,21.6,-0.55,-2.48,-0.04,,,,,,,,,,,,,-0.31,0.01,-0.05,-0.13,-0.13,0.21,0.01,0.03,0.02,0.08,-0.06,-0.1,2019Q4,,,,,,,,,,,,
6426,統新,59.1,0,0,-0.01,,,,,,,,,,,,,-0.16,0.04,0.04,-0.05,-0.04,0.13,-0.01,0.02,0.03,0.03,-0.01,-0.12,2019Q4,,,,,,,,,,,,
6431,光麗-KY,18.75,+0.45,+2.46,0.03,,,,,,,,,,,,,0.02,-0.04,-0.05,-0.04,-0.11,0.18,0.23,-0.02,-0.05,0.07,0.2,-0.03,2019Q4,,,,,,,,,,,,
6443,元晶,14.15,0,0,-0.17,,,,,,,,,,,,,-0.17,-0.3,-0.32,-0.19,-0.2,-0.57,1.23,-0.61,-0.35,0.06,-0.43,-0.14,2019Q4,,,,,,,,,,,,
6477,安集,27.9,-0.2,-0.71,-0.13,,,,,,,,,,,,,-0.11,-0.11,-0.12,-0.3,-0.08,-0.18,-0.15,-0.1,-0.12,-0.1,-0.1,-0.04,2019Q4,,,,,,,,,,,,
6541,泰福-KY,63.5,+0.7,+1.11,0.09,,,,,,,,,,,,,0.06,0.05,0.03,-0.21,0.09,0.14,0.1,0.24,0.19,0.16,0.11,0.07,2019Q4,,,,,,,,,,,,
6550,北極星藥業-KY,40.25,+3.65,+9.97,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6573,虹揚-KY,11.25,-0.3,-2.6,0.12,,,,,,,,,,,,,-0.03,0.09,-0.01,0.06,1.23,-0.02,-0.09,-0.17,0.5,-0.03,-0.01,-0.13,2019Q4,,,,,,,,,,,,
6598,ABC-KY,18.85,-0.15,-0.79,-0.01,,,,,,,,,,,,,,,0,0,,0,0,0,0,-0.02,-0.01,-0.01,2019Q4,,,,,,,,,,,,
6645,金萬林-創,21.85,+0.35,+1.63,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6657,華安,59.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6668,中揚光,33.95,+0.25,+0.74,-0.04,,,,,,,,,,,,,,-0.15,0.01,-0.08,-0.03,0.1,-0.1,0.05,0.06,-0.01,-0.15,-0.15,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
6674,鋐寶科技,16.95,+0.1,+0.59,0.03,,,,,,,,,,,,,,0.08,0.03,0,-0.12,0.09,0.11,0.06,0.07,0.17,-0.16,-0.03,2019Q4,,,,,,,,,,,,
6695,芯鼎,41.6,-0.05,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6698,旭暉應材,27.2,+0.45,+1.68,0,,,,,,,,,,,,,,-0.11,0.03,-0.16,-0.06,0.1,0.03,0.19,0,0.06,0,-0.05,2019Q4,,,,,,,,,,,,
6706,惠特,66.5,-0.2,-0.3,-0.05,,,,,,,,,,,,,,-0.5,0.15,-0.89,-0.69,1.33,0.15,0.25,0.18,0.18,-0.07,-0.62,2019Q4,,,,,,,,,,,,
6770,力積電,14.1,0,0,-5.16,,,,,,,,,,,,,,,,,,,,,,,,-5.16,2019Q4,,,,,,,,,,,,
6794,向榮生技-創,64.8,+1.5,+2.37,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6838,台新藥,24.3,+0.15,+0.62,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6885,全福生技,23.3,-0.2,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6901,鑽石投資,22.65,+0.6,+2.72,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6902,GOGOLOOK-創,98,-1.5,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6919,康霈*,616,+4,+0.65,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6928,攸泰科技,44.3,-1.1,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6949,沛爾生醫-創,125.5,+0.5,+0.4,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
6969,成信實業*-創,26.75,-0.75,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,,2019Q4,,,,,,,,,,,,
8101,華冠,16.1,0,0,0.74,,,,,,,,,,,,,0.3,1.01,0.17,-0.96,0.78,-1.17,-0.73,4.35,0.2,2.2,0.78,1.99,2019Q4,,,,,,,,,,,,
8110,華東,11.8,-0.05,-0.42,0.45,,,,,,,,,,,,,-1.06,-0.17,0.15,0.75,-0.77,1.27,-0.91,1.11,0.19,0.89,3.1,0.9,2019Q4,,,,,,,,,,,,
8201,無敵,11.85,+0.1,+0.85,0.06,,,,,,,,,,,,,-0.1,0.03,0.02,0.02,-0.06,0.18,0.34,0.07,0.11,0.08,0.02,-0.03,2019Q4,,,,,,,,,,,,
8411,福貞-KY,12.35,+0.55,+4.66,-0.09,,,,,,,,,,,,,0.56,-0.21,-0.37,0.32,0.03,-0.41,-0.19,-0.17,-0.26,-0.13,-0.43,0.21,2019Q4,,,,,,,,,,,,
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),2019Q4,,,,,,,,,,,,
8429,金麗-KY,8.56,0,0,0.09,,,,,,,,,,,,,-0.14,0.23,0.11,0.24,0.17,0.01,-0.04,0.13,0.17,0.04,-0.02,0.19,2019Q4,,,,,,,,,,,,
8443,阿瘦,11.6,+0.05,+0.43,0.03,,,,,,,,,,,,,-0.07,0.04,0.03,-0.05,-0.04,0.08,0.08,0.02,0.09,0.03,0.06,0.02,2019Q4,,,,,,,,,,,,
8488,吉源-KY,11.85,+0.3,+2.6,-0.13,,,,,,,,,,,,,-0.17,0.13,0.15,0.12,0.47,-0.93,-0.78,-0.04,0.15,-0.38,-0.42,0.1,2019Q4,,,,,,,,,,,,
9912,偉聯,11.7,+0.05,+0.43,-0.08,,,,,,,,,,,,,0.01,0,0,0,-0.01,0,-0.01,-0.04,-0.04,-0.03,-0.02,-0.81,2019Q4,,,,,,,,,,,,
9914,美利達,131.5,-1,-0.75,2.31,,,,,,,,,,,,,1.28,-0.09,2.01,-3.13,1.49,3.9,4.64,2.67,3.44,2.81,5.28,3.39,2019Q4,,,,,,,,,,,,
9919,康那香,15.55,-0.45,-2.81,0.01,,,,,,,,,,,,,-0.26,-0.05,0.64,-0.02,0.04,0.13,-0.09,-0.16,0.04,-0.01,-0.03,-0.09,2019Q4,,,,,,,,,,,,
9928,中視,15.6,0,0,0.25,,,,,,,,,,,,,1.08,0.14,0.17,0.43,0.12,0.08,0.16,0.2,0.14,0.2,0.18,0.04,2019Q4,,,,,,,,,,,,
9929,秋雨,13.75,+0.4,+3,-0.01,,,,,,,,,,,,,-0.14,0.01,0.04,0.01,-0.04,0.14,0.05,0.29,-0.12,0.06,-0.17,-0.23,2019Q4,,,,,,,,,,,,
9955,佳龍,29.15,+2.65,+10,-0.07,,,,,,,,,,,,,-0.06,-0.03,-0.03,-0.02,-0.05,0.02,-1.09,-0.04,0.01,0.45,0.05,-0.05,2019Q4,,,,,,,,,,,,
1235,興泰,100.5,0,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.32,0.38,0.85,-0.62,0.04,-0.27,0.49,0.28,0.82,0.69,1.57,-0.43
1236,宏亞,20.75,-0.05,-0.24,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.06,1.14,0.01,0.07,0,0.05,0.03,0.05,0.08,0.04,0.13,0.27
1301,台塑,35.5,-0.3,-0.84,58.6,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,68.8,33.2,66.5,-19.3,15.1,88.3,89.7,52.7,37.7,86.9,104,79.1
1304,台聚,10.1,-0.05,-0.49,0.55,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.34,-0.25,3.38,2.51,0.41,0.53,1.19,0.03,-1.03,0.77,-0.33,-0.31
1305,華夏,11.25,0,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.18,-0.24,0.35,0.29,-0.11,-0.02,0.62,-0.1,-0.55,0.09,-0.44,0.17
1308,亞聚,13,-0.2,-1.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.16,0.68,0.79,0.13,0.61,0.92,0.34,0.38,0.03,0.95,0.73,0.54
1309,台達化,11.4,-0.1,-0.87,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.47,-0.24,0.18,0.63,-0.11,0.04,-0.21,-0.22,-0.21,-0.01,-0.09,-0.03
1310,台苯,8.92,-0.04,-0.45,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.09,3.86,0.36,-3.48,-0.16,-0.36,-0.28,-1.17,-0.31,-0.46,0.54,-1.11
1312,國喬,10.7,+0.1,+0.94,1.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.08,0.73,2.17,0.12,0.71,1.86,-1.19,0.21,1.78,1.69,2.25,3.46
1313,聯成,8.15,-0.04,-0.49,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-1.5,-0.57,1.47,0.55,0.05,4.46,-2.44,-2.32,-0.69,2.54,1.66,-2.4
1316,上曜,15.15,-0.7,-4.42,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0,-0.04,-0.03,1.78,-0.1,0.04,-0.02,0.01,-0.01,0.02,0.14,0.01
1325,恆大,23.7,-0.3,-1.25,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.1,-0.07,0.16,0.23,-0.02,-0.03,0.26,-0.01,-0.09,0.04,-0.09,0.15
1337,再生-KY,5.6,+0.06,+1.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.57,0.05,0.13,0.39,0.28,-0.07,0.22,-0.12,-0.04,-0.04,-0.03,-0.76
1338,廣華-KY,23.95,-0.05,-0.21,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.07,-0.03,-0.12,0.04,0.14,0.21,0.16,0.23,-0.12,-0.21,-0.21,0.08
1340,勝悅-KY,7.31,-0.02,-0.27,0.17,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.75,-0.01,0,0.06,0.08,0.16,0.55,0.01,0.09,0.23,0.11,-0.04
1413,宏洲,11.6,+0.15,+1.31,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.06,-0.14,0.01,0,0.03,0.96,0.25,0.78,-0.02,-0.02,-0.01,-0.01
1417,嘉裕,7.81,+0.05,+0.64,0.43,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1.21,0.35,0.43,0.1,-0.03,0.17,0.32,0.79,0.04,1.38,0.31,0.07
1432,大魯閣,16.25,+0.1,+0.62,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.11,-0.04,0.85,0.14,-0.01,-0.04,0.71,0.06,1.7,-0.34,-0.48,-0.24
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
1435,中福,31.5,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,0.01,0.01,0.02,0,0,0.02,0,-0.02,0.01,0,0.01
1438,三地開發,41.8,+2.3,+5.82,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,0.01,0.01,0.01,0,0,0.06,-0.03,0.01,0.01,0.01,-0.01
1440,南紡,11.7,-0.15,-1.27,1.27,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.41,0.49,1.46,0.81,1.6,1.84,2.56,1.25,0.42,1.93,1.15,1.34
1445,大宇,14.2,0,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.07,0.01,0.08,0.06,0,-0.03,0.19,0.02,-0.03,0.07,0.04,0.06
1460,宏遠,6.8,-0.07,-1.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.34,0,0.32,0.52,0.1,-0.14,0.18,0.08,-0.38,0.19,-0.21,0.56
1512,瑞利,6.23,0,0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.12,-0.38,0.09,0.29,-0.39,-0.26,0.55,-0.25,-0.17,-0.47,-0.21,-0.18
1516,川飛,14.15,-0.35,-2.41,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,0,0.05,0.14,0.79,-0.05,0,-0.1,0.15,-0.01,0,0.01
1517,利奇,11.05,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.38,0.24,0.22,0.41,-0.26,0.49,0.58,0.12,0.18,0.22,0.22,0.25
1526,日馳,18.6,-0.05,-0.27,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.03,-0.04,-0.01,0.07,-0.11,-0.01,0.33,-0.05,-0.14,0,-0.26,0.23
1528,恩德,12.15,-0.05,-0.41,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.02,-0.25,0.23,0.74,-0.25,0.03,0.28,0.18,0.02,0.05,-0.36,0.23
1529,樂事綠能,21.95,+0.1,+0.46,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.01,-0.06,0.2,0.03,-0.03,-0.21,-0.1,-1.64,0.04,-0.02,-0.02,-0.46
1533,車王電,29.6,-0.25,-0.84,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.34,-0.13,-0.31,0.17,-0.26,0.06,0.44,-0.03,-0.12,-0.29,-0.06,-0.14
1538,正峰,26,-0.55,-2.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.5,0.14,-0.13,-0.14,-0.67,-0.62,1.64,-0.14,0.04,0.09,0.15,-0.51
1587,吉茂,26.95,-0.35,-1.28,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,-0.05,-0.06,,0.04,-0.05,0
1589,永冠-KY,27.85,-0.1,-0.36,0.35,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.27,-0.07,-0.16,0.22,-0.06,0.3,1.43,1.06,0.14,0.78,0.03,0.85
1626,艾美特-KY,11.85,-0.05,-0.42,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-1.83,-0.32,1.19,-0.16,-0.26,-0.19,0.17,-0.32,-0.15,-0.41,-0.28,1
1710,東聯,12.9,-0.2,-1.53,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-2.02,-0.67,1.11,-1.85,-0.24,-0.38,-5.33,-2.85,-2.03,-1.81,-2.43,-2.42
1721,三晃,11.45,+0.05,+0.44,0.05,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.08,0.19,0.03,0.11,-0.04,0.21,0.24,-0.19,-0.17,0.17,-0.25,0.17
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
1802,台玻,14,+0.1,+0.72,-1.69,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-8.1,-3.01,17,17.6,-2.57,0.34,-9.68,-6.99,-2.03,-7.42,-5.93,-9.42
1903,士紙,45.5,+0.4,+0.89,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.75,0,0.29,-1.62,0.07,0,0.63,-0.03,-0.04,-0.11,0.45,0.01
1905,華紙,13.05,-0.2,-1.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.39,0.11,0.43,0.43,-0.26,0.1,0.87,0.1,-0.36,0.11,-0.07,-0.2
1909,榮成,9.01,-0.16,-1.74,-1.13,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-6.03,-0.68,0.56,-2.24,-1.8,-0.88,-2.98,-2.6,-1.87,0.26,-2.78,7.5
2007,燁興,8.3,-0.06,-0.72,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.44,-0.36,-0.33,-0.61,-0.52,-0.59,-0.7,-0.46,-0.55,-0.46,-0.61,-0.53
2014,中鴻,16.5,-0.2,-1.2,1.15,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.57,-0.38,0.6,-0.21,-0.44,10.8,5.74,-0.36,-0.52,-0.49,0.31,-0.61
2022,聚亨,8.1,-0.07,-0.86,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.47,-0.1,0.01,-0.3,-0.44,-0.66,-1.02,-0.98,-0.26,-0.3,-0.07,-0.37
2023,燁輝,15.55,0,0,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-2.49,-0.78,1.33,1.12,-4.4,-3.93,-7.2,-9.05,-3.07,0.37,-1.81,-0.2
2025,千興,13.35,-0.1,-0.74,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.12,0.21,-0.01,-0.27,0.12,0,-0.81,-0.2,0.18,-0.08,0.35,-0.06
2034,允強,20.1,-0.2,-0.99,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.33,-0.42,0.27,0.38,-0.1,-0.19,0.99,-0.03,-0.4,0.01,-0.38,0.41
2102,泰豐,16.95,-0.05,-0.29,0.09,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.06,-0.14,0.06,0.45,-0.17,-0.17,0.58,0.24,-0.23,0.2,-0.14,0.33
2104,國際中橡,10.55,-0.1,-0.94,1.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.87,-0.77,21.3,-1.07,-1.07,-0.54,0.78,-0.87,-0.08,-1.64,0.18,-1.44
2208,台船,17.15,-0.55,-3.11,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.18,0.39,0.13,-0.1,0.67,0.2,0.44,0.12,0.3,0.26,0.02,-0.29
2241,艾姆勒,24.2,-0.1,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
2254,巨鎧精密-創,67.4,-1.1,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
2258,鴻華先進-創,40.5,-0.9,-2.17,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
2314,台揚,12,+0.1,+0.84,0.08,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.15,-0.33,-0.02,-0.5,0.03,-0.01,1.81,0,-0.05,0.04,-0.03,0.16
2321,東訊,13.65,-0.3,-2.15,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.36,-0.15,-0.22,-0.2,0.13,0.08,-0.03,-0.08,0.02,0.15,0.06,0.02
代號,名稱,成交,漲跌 價,漲跌 幅,平均 業外 損益 (億),,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
2323,中環,7.77,-0.06,-0.77,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.38,-0.59,0.15,-0.06,-0.32,0.06,-0.69,-9.19,-0.51,-0.03,-0.29,-2.59
2331,精英,15.4,+0.2,+1.32,0.85,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,1,0.53,1.75,0.95,0.28,0.15,1.95,-0.94,0.45,1.06,0.78,2.28
2337,旺宏,19.15,-0.05,-0.26,0.47,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.13,-0.02,-0.01,-1.3,8.94,-0.46,1.04,-1.29,-0.85,0.11,-0.41,0.01
2338,光罩,31.15,+0.3,+0.97,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.22,0,0.17,0.08,0,-0.61,0.35,0.12,-0.22,0,-0.13,-0.31
2340,台亞,20.75,+0.25,+1.22,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.18,-0.12,-0.13,-0.72,-0.25,0.48,0.37,0.81,-0.14,1.71,1.3,0.14
2369,菱生,13.45,-0.05,-0.37,0.12,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.1,0.11,0.03,0.07,0.07,0.09,0.23,-0.03,0.04,0.09,0.61,0.1
2380,虹光,3.89,+0.34,+9.58,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.26,-0.08,0.21,0.31,-0.2,0.04,0.42,-0.84,0.03,0.13,-0.27,0.42
2390,云辰,10.25,-0.05,-0.49,0.52,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.02,-0.14,-0.28,0.19,0.51,1.01,1.53,1.64,0.77,0.2,-0.03,0.8
2406,國碩,11,0,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,2.09,0.84,0.26,0.61,-1.31,-1.85,2.03,-1.49,-0.77,-0.88,2.74,-0.33
2408,南亞科,32.1,-0.65,-1.98,28.6,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,28.6,21.8,28.8,50.1,15.4,8.47,17.8,0.25,-7.88,-5.99,-2.96,189
2409,友達,12.3,-0.1,-0.81,-11,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-3.59,2.73,-12.1,-8.9,-31.8,-4,5.15,-68.6,-1.88,-3.56,-3.4,-2.69
2413,環科,18.25,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.13,-1.11,0.2,0.09,-0.09,-0.02,0.62,-0.01,-0.14,0.45,0,-0.04
2424,隴華,59.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.06,-0.03,0.06,0.1,-0.04,-0.05,0.21,-0.08,-0.08,0,-0.11,0
2429,銘旺科,44.2,-0.55,-1.23,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,-0.01,-0.01,0,-0.01,0,0.01,0.02,-0.37,0.1,0,-0.02,-0.02
2431,聯昌,11.05,-0.15,-1.34,0.19,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0.15,0.07,0.28,0.17,0.08,0.08,0.57,0.17,-0.04,0.18,0.12,0.46
2438,翔耀,29.5,+0.5,+1.72,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,0,0.28,-0.03,-0.15,-0.01,-0.21,-0.04,0.02,-0.01,-0.02,0,0.04
