代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,折溢 價％,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖,平均 業外 損益 (億),17Q1 業外 損益 (億),17Q2 業外 損益 (億),17Q3 業外 損益 (億),17Q4 業外 損益 (億),18Q1 業外 損益 (億),18Q2 業外 損益 (億),18Q3 業外 損益 (億),18Q4 業外 損益 (億),19Q1 業外 損益 (億),19Q2 業外 損益 (億),19Q3 業外 損益 (億),19Q4 業外 損益 (億),季度,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
1813,寶利徠,,,,14.4,+0.05,+0.35,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,2016Q4,0.2,0.15,0.18,0.33,0.14,0.15,0.29,0.15,0.07,0.16,0.04,0.18
2035,唐榮,,,,31.7,+1.3,+4.28,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,2016Q4,0.12,-0.34,0.15,-0.4,0.13,-0.13,0.28,1,0.84,0.3,0.12,-0.01
2061,風青,,,,18.2,+0.15,+0.83,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,2016Q4,0.05,0.04,-0.13,-0.03,-0.04,-0.17,-0.08,-0.01,0.02,-0.04,0.09,0.08
2064,晉椿,,,,13.45,0,0,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,2016Q4,0.14,-0.12,0.16,0.32,-0.07,-0.09,0.55,-0.01,0.03,0.15,-0.21,0.29
2067,嘉鋼,,,,8.99,-0.46,-4.87,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,0.01,-0.02,-0.03,-0.07,-0.03,-0.02,0.04,-0.03,0.01,0.21,-0.06,-0.1
2736,富野,,,,16.15,+0.15,+0.94,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,2016Q4,-0.01,-0.01,-0.01,-0.01,-0.02,1.22,0,0.02,0,0,-0.02,-0.01
2740,天蔥,,,,27.8,+0.9,+3.35,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,0.01,-0.04,0,0.01,0,-0.07,-0.01,-0.01,0,0,-0.05,0.01
2924,宏太-KY,,,,29.95,+0.15,+0.5,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.04,0,0.11,0.03,-0.01,-0.01,0.12,0.04,-0.05,-0.04,-0.04,0.1
3067,全域,,,,19.45,+0.1,+0.52,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,2016Q4,0.08,0.06,-0.01,0,0.01,0.02,-0.02,0.07,0,0.06,0.02,0.05
3081,聯亞,,,,248.5,+5.5,+2.26,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,2016Q4,0.03,-0.01,0,0.3,0.01,0.02,0.16,0.04,0.03,-0.05,-0.02,0.13
3085,新零售,,,,17.6,-1.3,-6.88,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.18,0.01,0.04,0.02,0.01,0,0,0.01,0.01,0.01,0.01,-0.02
3115,富榮綱,,,,12.3,-0.65,-5.02,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.02,0,0.02,0,-0.03,0.11,-0.01,-0.02,0.02,0.04,0.07,-0.1
3122,笙泉,,,,22.1,-0.4,-1.78,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.01,0.09,0.05,0.06,0,0,0.1,-0.01,-0.01,0.01,-0.03,0.02
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
3176,基亞,,,,29.85,-0.35,-1.16,,,,,,,,,,,,,,,,-0.32,,,,,,,,,,,,,2016Q4,0.06,0.2,-2.27,0,0.02,0,0,0,0.03,-1.21,-0.7,0.05
3191,雲嘉南,,,,15,0,0,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,2016Q4,0.07,-0.07,0.08,0.02,0.03,-0.04,0.08,-0.26,-0.1,-0.13,-0.08,-0.02
3205,佰研,,,,23.85,+0.25,+1.06,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.02,-0.01,0.02,0.08,-0.02,-0.02,0.26,0,-0.16,0.08,-0.2,0.22
3207,耀勝,,,,84.1,-0.3,-0.36,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,-0.01,0.04,0.01,-0.02,0.05,0.02,0.07,0.01,0.05,0.08,0,0.23
3224,三顧,,,,39.15,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,-0.02,-0.03,0.02,0.04,0.04,-0.01,0.1,-0.01,-0.07,0,-0.06,0.03
3228,金麗科,,,,155,+3,+1.97,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,-0.1,-0.02,0.02,0.03,0,0,0.01,0,-0.02,0,-0.01,0
3234,光環,,,,33.2,-0.4,-1.19,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.07,-0.04,0.09,0.04,-0.02,0.07,0.12,-0.15,-0.24,0.22,-0.32,0.12
3252,海灣,,,,19.8,+0.15,+0.76,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,2016Q4,-0.13,-0.21,-0.18,0.41,-0.16,-0.17,-0.12,3.65,-0.04,-0.09,-0.05,-0.22
3259,鑫創,,,,20.8,+0.3,+1.46,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.03,0.01,0.01,0.05,0.01,-0.01,0.05,0.01,0.01,0.01,0,0.02
3272,東碩,,,,21.15,-0.35,-1.63,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,2016Q4,0.17,-0.15,0.14,0.36,-0.01,0.08,0.36,0.12,-0.09,0.03,-0.11,0.33
3276,宇環,,,,11.3,-0.1,-0.88,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,2016Q4,0.01,0.11,0.25,0.18,-0.01,-0.03,0.13,0.11,0.06,0.05,0.69,0.6
3288,點晶,,,,19.6,+0.4,+2.08,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,2016Q4,0.01,-0.03,0.02,0.04,-0.03,-0.02,0.01,-0.07,-0.02,-0.04,-0.04,-0.03
3297,杭特,,,,31.7,-0.5,-1.55,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.05,-0.06,0.05,0.13,0.02,-0.04,0.18,-0.03,0,-0.02,-0.05,0.06
3322,建舜電,,,,12.45,-0.15,-1.19,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.06,-0.04,0.14,0.16,-0.04,-0.08,0.24,0.03,-0.08,-0.04,-0.14,-0.04
3323,加百裕,,,,27.85,-0.1,-0.36,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,2016Q4,0.16,0.1,0.02,0.34,0.01,-0.01,0.45,-0.02,0.02,-0.01,-0.07,0.03
3325,旭品,,,,14.75,+0.25,+1.72,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,2016Q4,0.09,0.01,-0.01,0.08,-0.01,0,0.2,0.07,-0.05,0.07,-0.06,0.19
3349,寶德,,,,18.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
3354,律勝,,,,16.25,-0.3,-1.81,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,2016Q4,0.08,-0.06,0.1,0.2,-0.03,-0.06,0.29,0.01,-0.08,0.06,-0.09,0.3
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
3360,尚立,,,,12.65,0,0,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,2016Q4,-0.09,0,-0.09,-0.47,-0.1,-0.03,-0.09,-0.05,-0.07,-0.08,-0.08,-0.19
3363,上詮,,,,169,-1,-0.59,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,2016Q4,0.09,-0.02,0.07,0.07,0.04,0,0.34,0,1.79,-0.05,0.03,0.03
3372,典範,,,,12.1,+0.1,+0.83,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,2016Q4,0.06,0.05,0.03,0.4,-0.08,-0.11,0.82,0.04,-0.21,0.07,-0.28,0.25
3373,熱映,,,,19.9,-0.2,-1,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.04,-0.02,0.04,0.12,-0.03,-0.02,0.22,-0.01,-0.07,0.02,-0.07,0.06
3466,德晉,,,,40.65,+2.25,+5.86,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,2016Q4,0.33,0.03,0.21,0.35,-0.03,-0.06,0.44,0.12,-0.06,0.12,-0.04,0.52
3489,森寶,,,,23.25,+0.75,+3.33,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,-0.04,-0.04,-0.05,0.08,-0.04,-0.04,-0.04,0.58,-0.03,-0.03,-0.02,-0.05
3498,陽程,,,,35.15,+0.45,+1.3,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,2016Q4,0.15,-0.21,0.24,0.1,-0.23,-0.43,0.78,-1.08,-0.13,0.01,-0.19,0.07
3508,位速,,,,21.05,+0.05,+0.24,,,,,,,,,,,,,,,,-0.14,,,,,,,,,,,,,2016Q4,0.24,-0.24,0.09,-0.25,0.06,-0.29,-0.03,-0.24,-0.06,-0.05,-0.5,-0.38
3511,矽瑪,,,,21.2,-0.25,-1.17,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0.12,-0.02,0.03,0.06,0,0.02,0.2,0.24,0.01,-0.03,-0.25,0.08
3521,鴻翊,,,,11.95,-0.05,-0.42,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0,-0.05,0,0,-0.01,-0.01,0.02,0,-0.02,-0.01,0,0.04
3522,御嵿,,,,16.1,-0.6,-3.59,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.09,-0.04,0.03,-0.03,0.03,-0.02,0.22,-0.11,-0.01,0.1,0,-0.15
3523,迎輝,,,,20.1,+0.15,+0.75,,,,,,,,,,,,,,,,-0.26,,,,,,,,,,,,,2016Q4,0.05,-0.14,-0.05,-1.68,-0.18,-0.11,0.2,-0.21,-0.16,-0.02,-0.14,-0.73
3540,曜越,,,,26.45,-0.25,-0.94,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.16,-0.03,-0.07,-0.02,-0.22,0,0.12,0.06,0.04,-0.04,-0.05,0.02
3541,西柏,,,,26.85,+0.1,+0.37,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0.1,0.03,0.09,0.15,-0.01,0.04,0.18,-0.02,-0.09,0.02,-0.15,0.11
3555,博士旺,,,,28.3,+1.8,+6.79,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.02,0,0,0.01,0,0,-0.04,0.1,0.02,0.01,-0.01,0.01
3609,三一東林,,,,43.5,-0.5,-1.14,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,0.02,0.06,0.06,0.05,0.01,-0.01,0.06,-0.19,0.02,0.01,0.03,-0.21
3623,富晶通,,,,16.5,-0.15,-0.9,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.06,0,0.03,0.02,-0.01,-0.02,-0.02,0.02,-0.01,0.03,-0.03,-0.02
3625,西勝,,,,13.45,-0.05,-0.37,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,2016Q4,0.03,-0.84,0.06,0.07,0.04,-0.02,0.02,-0.01,0.11,0.04,0.03,-0.01
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
3629,地心引力,,,,18,0,0,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,2016Q4,-0.04,-0.24,0.03,-0.37,-0.01,-0.04,0.01,-0.01,-0.01,-0.02,-0.02,0
3630,新鉅科,,,,19.2,-0.4,-2.04,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,2016Q4,0.11,0.2,0.19,0.31,0.08,0.18,0.3,0.14,0.09,0.18,-0.06,0.17
3631,晟楠,,,,27.95,-0.95,-3.29,,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,2016Q4,0.03,-0.04,0.12,0.22,-0.08,-0.02,-0.51,-2.31,0.04,-0.01,-0.07,0.06
3632,研勤,,,,11.95,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0,-0.09,0.02,0.17,-0.1,-0.11,0.14,-0.03,0.03,-0.04,-0.03,0
3666,光耀,,,,31,+0.2,+0.65,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.1,-0.11,0.22,0.41,-0.11,-0.01,0.22,0.01,-0.19,-0.26,-0.24,0.14
3672,康聯訊,,,,17.5,+0.1,+0.57,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0.03,-0.01,0.02,0.02,-0.04,0,0.12,0.01,0.04,0.01,-0.06,0.04
3685,元創精密,,,,11.5,-0.25,-2.13,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,2016Q4,-0.04,-0.36,-0.49,-0.05,0.01,0.01,-0.05,-0.09,-0.02,-0.02,-0.05,0.05
3691,碩禾,,,,58.2,+1,+1.75,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,2016Q4,0.63,-0.46,0.41,1.41,-1.1,-0.86,2.68,-1.03,-0.81,-1.14,2.27,-1.13
3707,漢磊,,,,32.6,-0.85,-2.54,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0,0,0,0.13,-0.06,-0.02,0.24,-0.21,-0.12,-0.02,-0.21,0.25
3710,連展投控,,,,8.83,+0.02,+0.23,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,0
3713,新晶投控,,,,18,-0.05,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
4120,友華,,,,44.2,+0.1,+0.23,,,,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,2016Q4,-0.01,0.31,0.09,-0.19,0.17,-0.21,-0.4,-0.14,0.38,-0.09,0.02,-0.33
4121,優盛,,,,15.05,+1.35,+9.85,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,2016Q4,0.21,0.16,0.23,0.35,0.23,0.21,0.28,-0.12,0.21,0.15,0.11,0.7
4123,晟德,,,,35.05,+0.45,+1.3,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,2016Q4,0.32,1.32,-0.36,5.26,-0.7,-1.06,0.33,7.59,-0.87,-0.28,2.48,0.29
4128,中天,,,,24.15,+1.5,+6.62,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,2016Q4,0,0.14,0.91,0.22,-0.11,0.08,0.12,0.75,-0.65,-0.08,0.21,-0.1
4131,浩泰,,,,32.25,-0.25,-0.77,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.02,-0.01,0.01,0.03,-0.01,-0.01,0,0.03,0,-0.01,-0.02,-0.03
4139,馬光-KY,,,,28.5,-0.3,-1.04,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,2016Q4,0.53,0.12,-0.03,-0.02,0.06,0,-0.1,-0.05,-0.01,-0.07,0.04,-0.05
4147,中裕,,,,79.4,+0.5,+0.63,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0,0.03,0.03,-0.06,0.03,0.08,0.01,0.07,0.08,0.09,0.07,0.07
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
4154,樂威科-KY,,,,18.25,+0.15,+0.83,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,2016Q4,0.01,0.02,0,0.01,0.02,-0.03,-0.09,0.01,0.06,-0.01,0.39,-0.01
4157,太景*-KY,,,,9.64,+0.21,+2.23,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,-0.05,-0.17,0.11,0.2,-0.01,0.02,0.11,0.07,-0.15,0.02,-0.01,0.02
4168,醣聯,,,,16.7,-0.25,-1.47,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0.05,0.04,0.07,0.07,0.03,0.03,0.04,0.01,0.1,0.01,0.02,-0.03
4171,瑞基,,,,18.4,0,0,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,2016Q4,-0.01,0,0.01,0.03,-0.03,-0.03,0.11,-0.02,-0.02,0.01,-0.03,-0.08
4174,浩鼎,,,,47.6,+0.1,+0.21,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,2016Q4,0.09,0.15,0.09,0.13,0.04,0.09,0.96,0.14,-0.66,0.38,-0.56,0.89
4188,安克,,,,13.4,0,0,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0.01,0.02,0.01
4192,杏國,,,,28.3,+0.4,+1.43,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,2016Q4,0,0,0,0.26,-0.01,-0.01,0.02,0.24,-0.01,0.06,0.02,0.75
4198,欣大健康,,,,31.4,+0.45,+1.45,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0.08,-0.11,-0.04,0.13,-0.08,0.01,0.21,0,0.02,-0.03,-0.15,-0.03
4304,勝昱,,,,8.6,+0.11,+1.3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,-0.01,0.02,0,-0.01,0.04,0,0.03,-0.1,0.11,-0.04,-0.03,-0.06
4402,郡都開發,,,,20.4,-0.4,-1.92,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,2016Q4,-0.01,-0.06,-0.09,-0.21,-0.04,-0.05,-0.16,-0.25,-0.08,-0.05,1.86,0.3
4406,新昕纖,,,,9.05,0,0,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,2016Q4,0.01,0.08,0.01,0.02,0.01,0.07,0.04,0.05,0.01,0.1,0.01,0.04
4419,皇家美食,,,,48,+0.5,+1.05,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,2016Q4,0,0,-0.1,-0.05,-0.01,-0.01,0,-0.35,-0.02,0.1,-0.08,0
4430,耀億,,,,18.45,+0.25,+1.37,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,2016Q4,0.02,0.3,0.01,0.03,-0.09,0.26,0.23,0.01,-0.05,0.01,-0.08,0.17
4503,金雨,,,,43.9,+0.75,+1.74,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0,0.02,0,0.01,-0.01,-0.01,0.01,-0.02,-0.01,-0.01,-0.01,0
4513,福裕,,,,23.1,-0.65,-2.74,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,2016Q4,0.04,-0.09,-0.07,0.16,-0.16,-0.11,1.62,0.16,-0.11,-0.02,-0.13,0.01
4523,永彰,,,,29.25,-0.25,-0.85,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,2016Q4,0.11,0.08,0.14,0.53,0,-0.08,-0.06,0.43,0.02,0.26,0.49,0.29
4529,淳紳,,,,4.81,-0.04,-0.82,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,2016Q4,-0.02,0,0.01,-0.03,-0.03,-0.02,0.02,-0.03,0.01,0.43,1.87,-1.32
4530,宏易,,,,11.85,+0.15,+1.28,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,2016Q4,0,0,0.02,0.03,-0.04,-0.01,0.1,0.06,-0.02,0,1.93,0.05
代號,名稱,,,,成交,漲跌 價,漲跌 幅,,,,,,,,,,,,,,,,平均 業外 損益 (億),,,,,,,,,,,,,2016Q4,14Q1 業外 損益 (億),14Q2 業外 損益 (億),14Q3 業外 損益 (億),14Q4 業外 損益 (億),15Q1 業外 損益 (億),15Q2 業外 損益 (億),15Q3 業外 損益 (億),15Q4 業外 損益 (億),16Q1 業外 損益 (億),16Q2 業外 損益 (億),16Q3 業外 損益 (億),16Q4 業外 損益 (億)
4577,達航科技,,,,18,-0.7,-3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
4609,唐鋒,,,,7.51,-0.32,-4.09,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,2016Q4,0.05,0.03,0.1,0.1,-0.03,0.02,0.23,-0.02,0.05,0.03,0.05,-0.01
4726,永昕,,,,32.2,+0.2,+0.62,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,2016Q4,0.04,0.05,0.17,0.2,0.06,0.09,0.1,0.05,0.11,0.15,0.08,0.27
4743,合一,,,,61.5,+1.1,+1.82,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,2016Q4,0,0.2,2.29,0.92,-0.01,0,0.02,0.03,-0.13,0.03,1.1,-0.01
4804,大略-KY,,,,3.58,+0.2,+5.92,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,2016Q4,0,0.03,0,0.01,0.07,0.04,0.06,-0.02,0.09,0.15,0.03,0.13
4806,桂田文創,,,,9.15,-0.23,-2.45,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,,0,0.03,0.06,0.02,-0.01,0.06,0.02,0,0,-0.02,0.02
4923,力士,,,,30.7,+0.7,+2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q4,,,,,,,,,,,,
4946,辣椒,,,,118,-3,-2.48,,,,,,,,,,,,,,,,-0.18,,,,,,,,,,,,,2016Q4,0.4,0.77,0.51,-0.86,0.06,-0.16,-1,-1.55,0.02,-0.25,-0.11,0.04
4950,金耘國際,,,,18.25,+0.2,+1.11,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,2016Q4,0.2,-0.21,0.28,-1.18,0,0.06,0.99,-0.45,0.99,0.3,0.39,0.99
4971,IET-KY,,,,116.5,+2.5,+2.19,,,,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,2016Q4,0,0.01,0.22,0.12,-0.25,-0.16,-0.31,0.01,0.02,0.01,-0.01,0.01
4991,環宇-KY,,,,98,-2,-2,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2016Q4,0,0,0,0,-0.01,-0.16,0.34,-0.28,-0.72,0.2,0.26,0.34
5011,久陽,,,,14.15,-0.55,-3.74,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,2016Q4,0.07,-0.01,0.02,0.01,0,0.06,0.02,0.03,0.05,0,-0.02,-0.01
5205,中茂,,,,36.4,-0.75,-2.02,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,2016Q4,-0.01,0.01,0,0,0.07,0.01,0.01,0,0,0,0,0.03
