代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),22Q1 營益 (億),22Q2 營益 (億),22Q3 營益 (億),22Q4 營益 (億),23Q1 營益 (億),23Q2 營益 (億),23Q3 營益 (億),23Q4 營益 (億),24Q1 營益 (億),24Q2 營益 (億),24Q3 營益 (億),24Q4 營益 (億),季度,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
3011,今皓,12.75,-0.55,-4.14,-0.14,,,,,,,,,,,,,2016Q1,-0.06,0.2,0.08,-0.23,-0.08,-0.29,-0.3,-0.4,-0.25,-0.08,0.09,-0.31
3018,隆銘綠能,21.45,-0.95,-4.24,-0.06,,,,,,,,,,,,,2016Q1,-0.05,0.11,0.26,0.09,0.08,0.04,0.09,-0.01,0.13,-0.1,-1.15,-0.18
3041,揚智,23.7,-0.8,-3.27,-1.77,,,,,,,,,,,,,2016Q1,-1.31,-1.14,-0.84,-1.43,-1.43,-1.44,-2.05,-1.96,-2.38,-2.73,-3.63,-0.95
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
3048,益登,23.8,-0.05,-0.21,2.1,,,,,,,,,,,,,2016Q1,1.27,2.63,1.37,1.93,1.94,2.59,2.63,1.91,2.05,2.59,2.37,1.9
3049,精金,6.96,-0.18,-2.52,0.38,,,,,,,,,,,,,2016Q1,-5.47,3.3,1.78,1.62,0.68,-0.59,-0.9,-0.03,1.52,0.54,-0.32,2.46
3054,立萬利,22,-0.4,-1.79,-0.19,,,,,,,,,,,,,2016Q1,-0.08,-0.15,0.07,-0.09,-0.25,-0.36,-0.6,-0.22,-0.11,-0.12,-0.09,-0.25
3055,蔚華科,48.4,-0.5,-1.02,0.2,,,,,,,,,,,,,2016Q1,0.97,0.15,0.1,0.03,0.14,-0.02,0.37,0.16,0.41,-0.19,0.16,0.1
3057,喬鼎,8.27,-0.21,-2.48,-0.58,,,,,,,,,,,,,2016Q1,-0.64,-0.33,-0.53,-1.05,-0.84,-0.92,-1.51,-0.53,0.91,-0.16,-0.46,-0.83
3058,立德,10.4,-0.5,-4.59,-0.2,,,,,,,,,,,,,2016Q1,0.2,0.26,0.11,-0.11,-0.06,-0.41,-0.32,-0.47,-0.09,-0.22,-1.02,-0.31
3092,鴻碩,19.75,-0.45,-2.23,1.11,,,,,,,,,,,,,2016Q1,0.97,1.25,1.05,0.93,1.39,1.11,0.64,0.48,1.61,1.73,1.25,0.97
3149,正達,30.15,-0.05,-0.17,-1.39,,,,,,,,,,,,,2016Q1,-3.47,-3.32,-2.47,-2.65,-0.96,-0.93,-0.5,-0.42,-0.03,-0.32,-1.07,-0.6
3321,同泰,6.72,+0.22,+3.38,-0.73,,,,,,,,,,,,,2016Q1,-0.82,-0.7,-0.44,-0.6,-0.58,-0.32,-0.26,-1.17,-1.27,-0.26,-1.12,-1.22
3419,譁裕,14.4,-0.55,-3.68,-0.05,,,,,,,,,,,,,2016Q1,-0.23,0.25,0.42,0.24,0.12,0.03,-1.22,-0.04,0.13,0.08,0.06,-0.44
3432,台端,13.15,-0.45,-3.31,-0.12,,,,,,,,,,,,,2016Q1,-0.19,-0.03,-0.2,-0.31,-0.12,-0.05,-0.14,-0.08,-0.18,-0.04,-0.07,-0.03
3437,榮創,15.3,-0.5,-3.16,-0.27,,,,,,,,,,,,,2016Q1,-0.27,0.52,0.39,-0.09,0.05,1.14,0.23,-1.82,-1.46,0.21,-0.87,-1.2
3494,誠研,14.55,-0.15,-1.02,-0.75,,,,,,,,,,,,,2016Q1,-0.18,-0.64,-0.94,-0.6,-0.32,-0.92,-1.03,-0.82,-0.99,-0.85,-0.61,-1.08
3504,揚明光,44,-1.85,-4.03,-0.09,,,,,,,,,,,,,2016Q1,-0.78,-0.2,-0.4,-0.57,-0.56,-0.39,0.15,0.1,0.34,1.23,0,0.05
3518,柏騰,17.75,-0.5,-2.74,-0.59,,,,,,,,,,,,,2016Q1,-0.84,-0.55,-0.82,-0.36,-0.38,-0.62,-0.58,-0.66,-0.69,-0.8,-0.67,-0.11
3530,晶相光,56.1,-2.3,-3.94,0.58,,,,,,,,,,,,,2016Q1,0.7,0.57,1.42,0.55,0.46,0.57,0.9,0.39,0.41,0.16,0.84,-0.01
3543,州巧,17.1,0,0,0.02,,,,,,,,,,,,,2016Q1,,,,,,,,,-0.12,,0.17,0.01
3550,聯穎,12.65,-0.45,-3.44,0.49,,,,,,,,,,,,,2016Q1,0.59,0.56,0.65,0.43,0.46,0.66,0.67,0.44,0.49,0.51,0.45,0
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
3576,聯合再生,8.1,-0.4,-4.71,-11.6,,,,,,,,,,,,,2016Q1,-9.91,-17.9,-37.3,-11.4,-6.77,-13.9,-6.87,-5.69,-6.24,-8.25,-8.46,-6.79
3593,力銘,10,+0.8,+8.7,-0.12,,,,,,,,,,,,,2016Q1,-0.23,0.01,-0.31,-0.18,-0.03,0.19,0.12,-0.44,-0.23,0.01,0.01,-0.38
3686,達能,14.5,-0.05,-0.34,-1.19,,,,,,,,,,,,,2016Q1,-0.76,-2.37,-1.56,-1.85,-2,-1.57,-1.46,-0.23,-0.29,-0.35,-1.67,-0.2
3714,富采,34.95,-0.65,-1.83,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4108,懷特,13.15,-0.45,-3.31,-0.63,,,,,,,,,,,,,2016Q1,-0.64,-0.51,-0.57,-0.53,-0.49,-0.59,-1.07,-0.54,-0.58,-0.57,-1,-0.45
4142,國光生,18.7,+0.2,+1.08,-1.73,,,,,,,,,,,,,2016Q1,-1.29,-1.27,-1.95,-1.87,-2.31,-1.06,-1.81,-1.79,-1.55,-0.27,-3.65,-2
4190,佐登-KY,34.1,-0.7,-2.01,1.06,,,,,,,,,,,,,2016Q1,0.85,0.82,0.94,0.66,0.61,0.51,0.41,1.46,2.02,1.65,1.89,0.98
4426,利勤,11.4,-0.4,-3.39,1.2,,,,,,,,,,,,,2016Q1,1.35,2.88,1.59,0.99,1.06,0.82,0.58,1.37,0.64,0.9,0.63,1.55
4526,東台,22.5,+0.45,+2.04,0.5,,,,,,,,,,,,,2016Q1,0.23,0.53,0.29,0.27,-0.35,1.21,-1.63,0.64,1.58,1.01,0.95,1.24
4540,全球傳動,36.65,-2.35,-6.03,1.14,,,,,,,,,,,,,2016Q1,0.34,1.03,0.91,0.23,0.55,1.03,1.63,1.66,2.61,2.31,1.1,0.25
4555,氣立,34.4,-1.4,-3.91,0.46,,,,,,,,,,,,,2016Q1,0.88,0.64,0.05,0.15,0.68,0.68,0.41,0.42,0.78,0.48,0.22,0.13
4562,穎漢,40.35,-1.75,-4.16,0.5,,,,,,,,,,,,,2016Q1,0.33,0.75,0.93,0.5,0.56,0.35,0.73,0.24,0.56,0.63,0.38,0.04
4564,元翎,18.75,+0.25,+1.35,1.68,,,,,,,,,,,,,2016Q1,,1.08,4.02,,1.22,1.08,0.99,1.38,1.38,1.56,2.14,1.98
4737,華廣,50,-1.6,-3.1,0.61,,,,,,,,,,,,,2016Q1,0.63,0.66,1.05,0.37,0.59,0.59,0.94,0.2,0.42,0.55,1.23,0.13
4764,雙鍵,39.2,+0.2,+0.51,1.42,,,,,,,,,,,,,2016Q1,1.06,1.12,1.42,1.3,1.05,1.41,1.1,1.5,2.22,1.94,1.79,1.1
4807,日成-KY,16.1,-0.1,-0.62,0.87,,,,,,,,,,,,,2016Q1,1.26,0.39,0.82,0.79,0.79,1.01,0.83,1.25,1.14,1.83,0.64,-0.32
4927,泰鼎-KY,23.15,-1.55,-6.28,1.26,,,,,,,,,,,,,2016Q1,1.64,1.43,0.14,0.56,0.18,0.25,-0.07,0.83,1.4,3.5,2.62,2.62
4934,太極,9.9,-0.4,-3.88,-1.8,,,,,,,,,,,,,2016Q1,1.1,-3.86,-2.26,-2.47,-1.08,-0.29,-0.76,-2.83,-3.13,-3.06,-2.22,-0.72
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
4943,康控-KY,12,+0.4,+3.45,2.56,,,,,,,,,,,,,2016Q1,0.26,0.7,0.89,0.51,0.45,7.06,6.95,0.26,3.17,7.41,4.06,-0.97
4949,有成精密,39.3,+3.55,+9.93,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
4956,光鋐,20.6,-1,-4.63,0.05,,,,,,,,,,,,,2016Q1,0.41,0.45,0.09,0.28,0.25,0.27,0.14,0.02,0.07,0.02,-0.98,-0.43
4960,誠美材,12.4,-0.2,-1.59,-3.14,,,,,,,,,,,,,2016Q1,-3.2,-5.03,-5.5,-3.72,-4.41,-4.99,-3.59,-3.51,-3.09,1.28,-0.75,-1.12
4976,佳凌,25.5,-1.2,-4.49,-0.02,,,,,,,,,,,,,2016Q1,-0.14,0.15,-0.32,-0.04,0.06,0.03,0.08,0.06,0.12,0.12,-0.18,-0.2
4989,榮科,14.65,-0.35,-2.33,1.23,,,,,,,,,,,,,2016Q1,1.03,0.82,1.91,2.93,1.76,1.32,1.55,1.32,0.32,0.9,0.62,0.33
5484,慧友,37.55,-0.5,-1.31,-0.28,,,,,,,,,,,,,2016Q1,0.19,0.25,-0.21,-0.2,-0.19,-0.33,-0.35,-0.36,-0.56,-0.81,-0.48,-0.3
5531,鄉林,9.82,-0.18,-1.8,1.49,,,,,,,,,,,,,2016Q1,-1.62,1.7,6.17,-0.8,-1.13,1.23,6.95,0.07,2.76,3.67,0.36,-1.47
5546,永固-KY,27.85,-0.35,-1.24,3.62,,,,,,,,,,,,,2016Q1,,,,,,,,,,,6.39,0.84
5608,四維航,16.4,-0.45,-2.67,-0.72,,,,,,,,,,,,,2016Q1,-1.8,-1.78,-2.18,-2.32,-2.47,-1.48,-0.25,-0.16,0.85,1.15,1.17,0.61
5907,大洋-KY,8.98,+0.7,+8.45,2.26,,,,,,,,,,,,,2016Q1,1.26,-0.22,3.8,2.51,2.05,0.14,4.16,3.08,2.77,0.43,3.5,3.64
6112,邁達特,44.05,-0.95,-2.11,0.91,,,,,,,,,,,,,2016Q1,0.78,0.7,0.6,0.87,0.83,0.81,1.07,1.06,0.98,1.02,1.21,0.93
6116,彩晶,6.98,-0.17,-2.38,10.5,,,,,,,,,,,,,2016Q1,-4.05,23,35.2,19.5,8.66,22,12,8.46,9.7,3.5,-12.5,0.11
6141,柏承,9.45,-0.36,-3.67,0.34,,,,,,,,,,,,,2016Q1,-0.13,0.11,0.15,0.86,0.71,0.37,0.49,0.26,0.19,0.51,0.04,0.51
6142,友勁,8.58,-0.32,-3.6,-0.63,,,,,,,,,,,,,2016Q1,-0.47,-0.47,-0.15,-0.41,-0.15,-0.69,-0.83,-1.02,-0.88,-0.33,-0.95,-1.24
6152,百一,9.07,-0.31,-3.3,-0.73,,,,,,,,,,,,,2016Q1,-0.77,0.23,0.17,0.06,-0.05,-0.61,-1.39,-1.61,-1.11,-0.53,-2.33,-0.84
6153,嘉聯益,11.15,-0.75,-6.3,0.83,,,,,,,,,,,,,2016Q1,0.13,0.83,-0.58,-0.12,-0.15,1.12,0.44,0.63,0.09,2.17,4.82,0.54
6168,宏齊,15.9,-0.45,-2.75,0.25,,,,,,,,,,,,,2016Q1,-1.42,0.38,0.26,0.33,0.64,1.23,0.73,0.57,0.57,0.16,-0.81,0.36
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
6202,盛群,38.55,-0.95,-2.41,2.42,,,,,,,,,,,,,2016Q1,2.24,2.2,2.16,2.12,2.21,2.29,2.81,2.29,3.25,2.93,2.64,1.94
6209,今國光,23.95,-0.85,-3.43,-0.48,,,,,,,,,,,,,2016Q1,-0.55,0.11,-0.32,-0.46,-0.55,-0.44,-0.61,-0.72,-0.92,0.08,-0.69,-0.66
6225,天瀚,12.9,+0.05,+0.39,-0.05,,,,,,,,,,,,,2016Q1,-0.11,-0.07,-0.04,-0.05,-0.06,-0.04,-0.04,-0.03,-0.09,-0.04,-0.04,-0.04
6226,光鼎,7.23,+0.1,+1.4,0.09,,,,,,,,,,,,,2016Q1,0.17,-0.05,0.02,0,0.32,-0.06,0.01,0.29,0.12,0.28,-0.02,-0.07
6269,台郡,50.4,-1.9,-3.63,8,,,,,,,,,,,,,2016Q1,3.34,10.7,10.5,6.44,4.84,11.9,16.4,3.33,1.35,11.8,15,0.36
6282,康舒,26.25,-0.25,-0.94,0.8,,,,,,,,,,,,,2016Q1,1.62,1.63,1.79,1.1,0.85,1.68,0.49,-1.36,-0.14,1.28,0.46,0.14
6405,悅城,22.15,-0.25,-1.12,0.07,,,,,,,,,,,,,2016Q1,-0.12,0.03,0.42,-0.14,0.21,0.3,0.36,0.03,0.02,-0.05,0.04,-0.23
6426,統新,59.1,-1.7,-2.8,0.17,,,,,,,,,,,,,2016Q1,0.22,0.22,0.43,0.54,0.32,0.06,0.05,0.11,-0.09,-0.12,0.15,0.19
6431,光麗-KY,18.3,-0.5,-2.66,-0.39,,,,,,,,,,,,,2016Q1,-0.99,-0.46,-1.26,-0.33,-0.26,-0.25,-0.64,-0.16,-0.18,-0.02,-0.1,-0.06
6443,元晶,14.15,-0.75,-5.03,-1.81,,,,,,,,,,,,,2016Q1,0.65,-2.11,0.14,-2.38,-1.38,-0.43,-4.43,-2.61,-2.43,-4.56,-2.78,0.64
6477,安集,28.1,-0.3,-1.06,0.43,,,,,,,,,,,,,2016Q1,0.18,-0.58,0.16,0,0.39,0.61,0.51,0.47,0.8,1,0.84,0.78
6541,泰福-KY,62.8,-1.3,-2.03,-4.15,,,,,,,,,,,,,2016Q1,-3.04,-3.12,-4.74,-3.56,-3.54,-3.09,-3.84,-3.38,-6.55,-4.85,-4.73,-5.36
6550,北極星藥業-KY,36.6,+3.3,+9.91,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6573,虹揚-KY,11.55,-0.4,-3.35,0.22,,,,,,,,,,,,,2016Q1,0.99,0.43,0.7,0.36,0.64,0.44,0.57,-0.17,0.21,-0.13,-0.73,-0.64
6598,ABC-KY,19,-0.65,-3.31,-1.14,,,,,,,,,,,,,2016Q1,,,,,,-0.78,-2.64,,-1.22,-0.78,-0.68,-0.75
6645,金萬林-創,21.5,+1.55,+7.77,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6657,華安,59.5,-3.3,-5.25,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6668,中揚光,33.7,+0.25,+0.75,0.79,,,,,,,,,,,,,2016Q1,,0.86,1.32,,1.63,0.86,1.15,0.41,0.84,0.94,-0.22,0.1
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
6674,鋐寶科技,16.85,-0.1,-0.59,0.54,,,,,,,,,,,,,2016Q1,,0.57,1.21,,0.42,0.57,0.55,0.55,0.7,0.52,0.28,0.01
6695,芯鼎,41.65,-1.4,-3.25,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6698,旭暉應材,26.75,-0.75,-2.73,0.36,,,,,,,,,,,,,2016Q1,,,,,0.13,0.37,0.53,0.23,0.45,0.37,0.21,0.55
6706,惠特,66.7,-3.8,-5.39,1.35,,,,,,,,,,,,,2016Q1,,,,,2.55,-0.09,4.79,0.97,0.23,-0.09,1.34,1.09
6770,力積電,14.1,-0.35,-2.42,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6794,向榮生技-創,63.3,-2.5,-3.8,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6838,台新藥,24.15,-0.6,-2.42,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6885,全福生技,23.5,-0.6,-2.49,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6901,鑽石投資,22.05,-0.7,-3.08,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6902,GOGOLOOK-創,99.5,-4.5,-4.33,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6919,康霈*,612,-18,-2.86,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6928,攸泰科技,45.4,-1.2,-2.58,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6949,沛爾生醫-創,125,-2,-1.57,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
6969,成信實業*-創,27.5,-0.5,-1.79,,,,,,,,,,,,,,2016Q1,,,,,,,,,,,,
8101,華冠,16.1,-0.25,-1.53,-2.3,,,,,,,,,,,,,2016Q1,-2.44,-3.74,-2.16,-2.98,-0.96,-2.4,-1.4,-2.33,-1.99,-2.11,-3.95,-1.12
8110,華東,11.85,-0.4,-3.27,1.41,,,,,,,,,,,,,2016Q1,0.77,1.86,2.6,1.79,1.41,2.78,2.45,1.35,1.45,1.3,0.49,-1.39
8201,無敵,11.75,-0.1,-0.84,-0.24,,,,,,,,,,,,,2016Q1,-0.32,-0.37,-0.25,-0.33,-0.27,-0.12,-0.22,-0.18,-0.3,-0.34,0,-0.13
8411,福貞-KY,11.8,-0.2,-1.67,0.55,,,,,,,,,,,,,2016Q1,0.45,1.79,1.87,0.77,0.77,1.33,0.6,0.28,-0.71,-0.15,0.09,-0.43
代號,名稱,成交,漲跌 價,漲跌 幅,平均 營益 (億),,,,,,,,,,,,,2016Q1,16Q2 營益 (億),16Q3 營益 (億),16Q4 營益 (億),17Q1 營益 (億),17Q2 營益 (億),17Q3 營益 (億),17Q4 營益 (億),18Q1 營益 (億),18Q2 營益 (億),18Q3 營益 (億),18Q4 營益 (億),19Q1 營益 (億)
8429,金麗-KY,8.56,-0.15,-1.72,1.81,,,,,,,,,,,,,2016Q1,4.37,2.36,3.06,2.46,2.05,0.61,0.56,1.17,1.94,0.98,1.77,0.44
8443,阿瘦,11.55,+0.05,+0.43,-0.09,,,,,,,,,,,,,2016Q1,0.05,-0.14,-0.12,-0.39,-0.46,-0.29,0.41,0.1,-0.01,-0.22,0.16,-0.11
8488,吉源-KY,11.55,-0.1,-0.86,0.3,,,,,,,,,,,,,2016Q1,0.67,1.39,1.35,0.58,0.35,0.69,-0.43,-0.69,-0.15,-0.51,0.19,0.17
9912,偉聯,11.65,-0.1,-0.85,0.02,,,,,,,,,,,,,2016Q1,0.01,0.02,-0.02,0,0.01,0,0.11,0.04,0.01,0.08,0.1,-0.11
9914,美利達,132.5,-1,-0.75,3.07,,,,,,,,,,,,,2016Q1,4.64,3.83,1.72,2.77,2.29,2.81,2.42,2.76,3.16,4.1,3.49,2.91
9919,康那香,16,-0.05,-0.31,0.1,,,,,,,,,,,,,2016Q1,0.2,0.22,-0.2,0.3,0.38,0.24,0.03,0.21,-0.31,-0.05,0.04,0.19
9928,中視,15.6,-0.3,-1.89,-0.85,,,,,,,,,,,,,2016Q1,-0.77,-0.87,-1.12,-1.18,-1.19,-1.13,-0.81,-0.81,-0.7,-0.69,-0.27,-0.66
9929,秋雨,13.35,-1.15,-7.93,-0.05,,,,,,,,,,,,,2016Q1,-0.08,-0.03,0.09,0.04,0,0.03,0.05,0.02,-0.06,0.01,0.14,-0.75
9955,佳龍,26.5,+0.55,+2.12,-0.28,,,,,,,,,,,,,2016Q1,0.25,-0.16,-1.21,-0.21,-0.38,0.11,-0.28,-0.44,-0.32,-0.67,-0.14,0.05
